,School_Name,Address_Postcode,X,Y
4,Warrandyte Primary School,3113,145.21398,-37.742675
11,Cheltenham Primary School,3192,145.054635,-37.968608
13,Newport Lakes Primary School,3015,144.878345,-37.838424
23,Doncaster Primary School,3108,145.129673,-37.786804
25,Eltham Primary School,3095,145.1478042,-37.72498353
29,Flemington Primary School,3031,144.933923,-37.780674
30,Footscray Primary School,3011,144.892669,-37.798383
32,Sandringham Primary School,3191,145.02342,-37.951358
35,Hawthorn West Primary School,3122,145.018377,-37.820112
36,Heidelberg Primary School,3084,145.067799,-37.754705
51,Fitzroy Primary School,3065,144.981511,-37.799603
54,Burwood East Primary School,3151,145.151807,-37.859734
57,Essendon Primary School,3040,144.921042,-37.753095
58,Coburg Primary School,3058,144.968211,-37.741303
70,South Yarra Primary School,3141,144.985619,-37.841353
75,Thomastown Primary School,3074,145.011495,-37.682271
80,Werribee Primary School,3030,144.658736,-37.906865
92,Clayton North Primary School,3168,145.122666,-37.911944
105,Preston South Primary School,3072,145.007447,-37.747867
108,Mordialloc Beach Primary School,3195,145.088809,-38.005582
119,Lilydale Primary School,3140,145.3540681,-37.75367357
125,Camberwell Primary School,3124,145.058048,-37.832684
126,Greenvale Primary School,3059,144.886181,-37.639828
135,Westmeadows Primary School,3049,144.895697,-37.675649
137,Diamond Creek Primary School,3089,145.1516539,-37.67184929
140,Vermont Primary School,3133,145.194296,-37.837359
142,Balwyn Primary School,3103,145.081378,-37.813938
143,Scoresby Primary School,3179,145.227501,-37.89395
145,Wandin Yallock Primary School,3139,145.43595,-37.790251
148,Mickleham Primary School,3064,144.876546,-37.563495
153,Kew Primary School,3101,145.033386,-37.803639
163,Moorabbin Primary School,3189,145.039587,-37.94202
178,Glen Iris Primary School,3146,145.065894,-37.860483
185,Williamstown Primary School,3016,144.900409,-37.863798
196,Carlton North Primary School,3054,144.973028,-37.791064
198,Woori Yallock Primary School,3139,145.5326881,-37.77737209
207,Lower Plenty Primary School,3093,145.115498,-37.726172
214,Clifton Hill Primary School,3068,144.989245,-37.792308
225,Northcote Primary School,3070,144.99688,-37.771758
226,North Melbourne Primary School,3051,144.950637,-37.798733
227,Dandenong Primary School,3175,145.219821,-37.987917
229,Williamstown North Primary School,3016,144.891757,-37.855902
236,Cairnlea Park Primary School,3023,144.787998,-37.758855
243,Frankston Primary School,3199,145.1240309,-38.14755735
246,St Kilda Primary School,3182,144.989019,-37.870223
251,Fitzroy North Primary School,3068,144.984149,-37.78502
253,Preston Primary School,3072,145.01031,-37.730548
255,Glenferrie Primary School,3122,145.033974,-37.824048
258,Brighton Primary School,3186,145.001077,-37.912211
269,Keilor Primary School,3036,144.835704,-37.716896
277,Oakleigh Primary School,3166,145.088615,-37.894474
279,Malvern Central School,3144,145.034401,-37.856009
289,Arthurs Creek Primary School,3099,145.2025016,-37.57900478
317,Lysterfield Primary School,3156,145.276229,-37.911598
321,Abbotsford Primary School,3067,144.998814,-37.808979
323,Windsor Primary School,3181,144.995689,-37.857298
328,Footscray City Primary School,3011,144.900253,-37.8064
330,Plenty Parklands Primary School,3082,145.0769441,-37.6697252
353,Brighton Beach Primary School,3186,144.996107,-37.922105
355,Yarrambat Primary School,3091,145.133097,-37.641245
359,Greensborough Primary School,3088,145.100496,-37.703569
369,Kangaroo Ground Primary School,3097,145.214656,-37.691737
377,Bayswater Primary School,3153,145.259358,-37.843305
379,Mulgrave Primary School,3170,145.197367,-37.932946
402,The Basin Primary School,3154,145.308425,-37.84951
405,Kensington Primary School,3031,144.927615,-37.79267
410,Ivanhoe Primary School,3079,145.04298,-37.766573
412,Menzies Creek Primary School,3159,145.394271,-37.917349
413,St Kilda Park Primary School,3182,144.977794,-37.858117
420,Hoddles Creek Primary School,3139,145.5977536,-37.83173912
424,Malvern Primary School,3145,145.038458,-37.871592
425,Launching Place Primary School,3139,145.5707669,-37.78250174
426,Carlton Gardens Primary School,3053,144.969512,-37.802047
427,Ascot Vale Primary School,3032,144.926119,-37.774322
431,Armadale Primary School,3143,145.017773,-37.852186
440,Fairfield Primary School,3078,145.020401,-37.777993
445,Brunswick South Primary School,3057,144.972536,-37.778704
448,Surrey Hills Primary School,3127,145.100903,-37.825534
454,Seville Primary School,3139,145.4644066,-37.77389139
455,Yarraville West Primary School,3013,144.885386,-37.814751
456,Moreland Primary School,3058,144.966478,-37.755046
459,Elsternwick Primary School,3186,144.997293,-37.891416
461,Carnegie Primary School,3163,145.054505,-37.890739
463,Croydon Primary School,3136,145.281321,-37.793171
464,Moonee Ponds West Primary School,3039,144.909334,-37.768947
465,Mitcham Primary School,3132,145.192719,-37.808986
468,Blackburn Primary School,3130,145.156696,-37.816566
471,Auburn Primary School,3123,145.050484,-37.820278
472,Mentone Primary School,3194,145.067971,-37.982948
473,Princes Hill Primary School,3054,144.9681013,-37.78039994
475,Research Primary School,3095,145.1835697,-37.70291933
479,St Albans Primary School,3021,144.795769,-37.738748
482,Toorak Primary School,3142,145.009909,-37.845076
493,Pascoe Vale Primary School,3044,144.937255,-37.731225
497,Merri Creek Primary School,3068,144.987386,-37.776966
498,Sunshine Primary School,3020,144.831101,-37.790881
500,Wales Street Primary School,3071,145.008833,-37.76151
502,Spensley Street Primary School,3068,145.003879,-37.786794
503,Kew East Primary School,3102,145.049151,-37.796473
506,Brunswick East Primary School,3057,144.980001,-37.765271
512,Wonga Park Primary School,3115,145.273999,-37.730641
524,Clarinda Primary School,3169,145.102924,-37.926995
525,Chelsea Heights Primary School,3196,145.138057,-38.045019
527,Tecoma Primary School,3160,145.3449218,-37.90695837
530,Carrum Primary School,3197,145.126705,-38.07812
534,Mount Waverley Primary School,3149,145.124111,-37.881266
536,Murrumbeena Primary School,3163,145.070409,-37.88617
539,Warranwood Primary School,3134,145.246981,-37.774347
548,Belgrave South Primary School,3160,145.3579203,-37.93119813
549,Yarra Me School,3072,145.0181746,-37.73790557
550,Sydenham - Hillside Primary School,3037,144.762327,-37.702046
551,Canterbury Primary School,3126,145.083144,-37.830963
554,Brunswick North Primary School,3055,144.95043,-37.759837
555,Fawkner Primary School,3060,144.974756,-37.715235
556,Alphington Primary School,3078,145.032006,-37.783523
557,The Austin School,3084,145.058287,-37.755435
560,Norris Bank Primary School,3083,145.0426341,-37.6945118
562,Black Rock Primary School,3193,145.021651,-37.969869
564,Kilsyth Primary School,3137,145.3149427,-37.80210649
566,Spotswood Primary School,3015,144.881736,-37.830451
568,Noble Park Primary School,3174,145.173906,-37.970627
569,Deepdene Primary School,3103,145.061355,-37.808366
575,Glen Huntly Primary School,3163,145.0462294,-37.89377084
577,Wantirna Primary School,3152,145.216509,-37.856256
580,Chelsea Primary School,3196,145.12231,-38.054889
581,Hampton Primary School,3188,145.003476,-37.93339
582,Victorian College For The Deaf,3004,144.982306,-37.849774
584,Edithvale Primary School,3196,145.11297,-38.037494
586,Penders Grove Primary School,3071,145.01427,-37.754517
588,Caulfield Junior College,3161,145.021561,-37.87211
589,Seaford Primary School,3198,145.130496,-38.104436
590,Wattle Park Primary School,3125,145.09737,-37.842635
592,Preston West Primary School,3072,144.99553,-37.737366
593,Thornbury Primary School,3071,144.996748,-37.755425
594,Footscray West Primary School,3012,144.875267,-37.794867
595,Wandin North Primary School,3139,145.409713,-37.769783
596,Gardenvale Primary School,3187,145.015034,-37.904679
597,Beaumaris Primary School,3193,145.037586,-37.985272
600,Altona Primary School,3018,144.822742,-37.867708
602,Upper Ferntree Gully Primary School,3156,145.314325,-37.895604
607,Hurstbridge Primary School,3099,145.19812,-37.635897
608,Coburg West Primary School,3058,144.947624,-37.74715
609,Elwood Primary School,3184,144.988364,-37.881505
610,Mont Albert Primary School,3127,145.102727,-37.813079
612,Strathewen Primary School,3099,145.270094,-37.547579
613,Don Valley Primary School,3139,145.5874128,-37.76019989
614,Reservoir Primary School,3073,145.00677,-37.71142
621,Moonee Ponds Primary School,3039,144.932986,-37.763341
622,Kingsville Primary School,3013,144.874657,-37.812595
624,Essendon North Primary School,3041,144.903193,-37.741516
625,Ascot Vale West Primary School,3032,144.911125,-37.78068
626,Hartwell Primary School,3124,145.084466,-37.848051
628,Wattle Glen Primary School,3096,145.182037,-37.66884
631,Ripponlea Primary School,3183,145.005054,-37.874608
633,Montmorency Primary School,3094,145.121599,-37.717652
635,Ringwood North Primary School,3134,145.230739,-37.79313
637,Lloyd Street Primary School,3145,145.056108,-37.872416
638,Bayswater North Primary School,3153,145.295621,-37.8288
639,Westbreen Primary School,3044,144.935476,-37.716291
640,Point Cook Prep - Year 9 College,3030,144.7244931,-37.89380261
641,Footscray North Primary School,3011,144.883372,-37.787746
643,Camberwell South Primary School,3146,145.062612,-37.847905
644,Parkdale Primary School,3195,145.083098,-37.992792
645,Hughesdale Primary School,3166,145.077639,-37.905839
646,Westgarth Primary School,3070,145.005561,-37.776471
647,Auburn South Primary School,3123,145.045894,-37.839263
648,Aspendale Primary School,3195,145.099756,-38.020273
649,Eltham North Primary School,3095,145.1508655,-37.70011091
651,Dandenong West Primary School,3175,145.200416,-37.980741
652,Yarra Road Primary School,3136,145.272227,-37.766401
653,Aberfeldie Primary School,3040,144.894774,-37.756488
656,Dingley Primary School,3172,145.132498,-37.982602
658,Albion Primary School,3020,144.819753,-37.778083
661,Nepean Special School,3198,145.14233,-38.119433
662,Brunswick South West Primary School,3055,144.943522,-37.770575
663,Bell Primary School,3072,144.990613,-37.747698
664,Chatham Primary School,3127,145.091603,-37.817647
665,Caulfield South Primary School,3162,145.030799,-37.895253
666,Ashburton Primary School,3147,145.083622,-37.862199
670,Briar Hill Primary School,3088,145.116219,-37.708307
673,Clayton South Primary School,3169,145.11644,-37.940477
674,Ivanhoe East Primary School,3079,145.059453,-37.774587
678,Brunswick North West Primary School,3055,144.943592,-37.756708
681,Sandringham East Primary School,3191,145.022221,-37.956668
682,Seaholme Primary School,3018,144.839906,-37.864212
684,Travancore School,3032,144.934867,-37.781903
685,Upwey Primary School,3158,145.3328027,-37.90286736
686,Coburg North Primary School,3058,144.951854,-37.736171
687,Rosanna Primary School,3084,145.062899,-37.735395
688,Wantirna South Primary School,3152,145.237339,-37.872529
689,Strathmore Primary School,3041,144.917004,-37.735512
690,Balwyn North Primary School,3104,145.077044,-37.796699
691,Solway Primary School,3147,145.07283,-37.873238
694,Newlands Primary School,3072,144.985377,-37.730113
702,Newport Gardens Primary School,3015,144.868832,-37.845209
704,Malvern Valley Primary School,3145,145.08149,-37.880704
706,Belmore School,3103,145.081145,-37.804284
707,Croxton Special School,3070,144.9873978,-37.76399724
709,Frankston East Primary School,3199,145.145528,-38.14663
710,Selby Primary School,3159,145.367517,-37.911431
711,Reservoir East Primary School,3073,145.021837,-37.719975
716,Greythorn Primary School,3104,145.095963,-37.801427
721,Eastwood Primary School,3135,145.252949,-37.817239
722,Pascoe Vale South Primary School,3044,144.935615,-37.745716
723,Lalor Primary School,3075,145.025391,-37.670077
724,Reservoir West Primary School,3073,144.990229,-37.722135
725,Coatesville Primary School,3165,145.073631,-37.920083
726,Old Orchard Primary School,3130,145.152511,-37.807568
727,Huntingdale Primary School,3167,145.102359,-37.913075
728,Box Hill North Primary School,3129,145.123311,-37.800792
729,Ferntree Gully North Primary School,3156,145.299422,-37.874787
731,Oak Park Primary School,3046,144.915042,-37.715528
732,Dandenong North Primary School,3175,145.214468,-37.976641
735,Harrisfield Primary School,3174,145.179896,-37.954443
736,Pascoe Vale North Primary School,3044,144.94848,-37.721258
737,Belle Vue Primary School,3104,145.078653,-37.782523
740,St Albans East Primary School,3021,144.811089,-37.742167
743,Sunshine Heights Primary School,3020,144.818159,-37.79222
744,Sunshine North Primary School,3020,144.837192,-37.77201
745,Banyule Primary School,3084,145.077938,-37.743611
747,Rosanna Golf Links Primary School,3084,145.0741188,-37.73512039
748,Cheltenham East Primary School,3192,145.068353,-37.965256
752,Preston North East Primary School,3072,145.029455,-37.733052
755,Craigieburn Primary School,3064,144.933545,-37.582645
759,Valkstone Primary School,3165,145.057169,-37.914608
760,Overport Primary School,3199,145.126972,-38.160488
761,Wembley Primary School,3013,144.874427,-37.821038
762,Rosamond Special School,3019,144.8554086,-37.77963666
763,Bonbeach Primary School,3196,145.125645,-38.066493
764,Heatherhill Primary School,3171,145.158148,-37.962648
765,Beaumaris North Primary School,3193,145.036614,-37.974239
767,Yarraman Oaks Primary School,3174,145.191525,-37.970289
768,Mount Pleasant Road Nunawading Primary School,3131,145.180091,-37.828587
769,Glenroy West Primary School,3046,144.908293,-37.704957
770,Dandenong South Primary School,3175,145.2114331,-37.99895163
771,St Albans North Primary School,3021,144.80201,-37.731745
772,Avondale Primary School,3034,144.861529,-37.766157
773,Beverley Hills Primary School,3109,145.159841,-37.796243
775,Frankston Heights Primary School,3199,145.147173,-38.161808
776,Kerrimuir Primary School,3129,145.135249,-37.803679
777,Heathmont East Primary School,3135,145.257688,-37.830346
778,Strathmore North Primary School,3041,144.915976,-37.724863
779,Oakleigh South Primary School,3167,145.0947041,-37.92220601
780,Thomastown East Primary School,3074,145.024899,-37.680325
781,Mount Waverley Heights Primary School,3149,145.11184,-37.888999
782,East Bentleigh Primary School,3165,145.069424,-37.934506
783,Watsonia Primary School,3087,145.086916,-37.707027
784,Parktone Primary School,3195,145.08824,-37.987109
785,Antonio Park Primary School,3132,145.206002,-37.816188
786,Kingsbury Primary School,3083,145.037204,-37.716025
788,Ardeer Primary School,3022,144.800494,-37.781074
789,Westall Primary School,3169,145.135744,-37.942188
790,Tullamarine Primary School,3043,144.87957,-37.702204
792,Park Orchards Primary School,3114,145.215918,-37.779519
793,Albion North Primary School,3020,144.823039,-37.762121
794,Blackburn Lake Primary School,3130,145.166097,-37.827601
795,Laburnum Primary School,3130,145.139208,-37.827098
797,Heatherwood School,3111,145.1780362,-37.80033733
799,Pinewood Primary School,3149,145.142339,-37.890118
800,Broadmeadows Primary School,3047,144.928493,-37.680191
801,Moomba Park Primary School,3060,144.967219,-37.69576
802,Keilor Heights Primary School,3033,144.866495,-37.737516
803,Ainslie Parklands Primary School,3136,145.264244,-37.793786
804,Parkmore Primary School,3131,145.177183,-37.843844
806,Mullum Primary School,3134,145.239443,-37.797737
808,Viewbank Primary School,3084,145.08999,-37.73473
809,Greenhills Primary School,3088,145.118648,-37.692278
810,Upwey South Primary School,3158,145.3268393,-37.91313917
812,Eltham East Primary School,3095,145.154861,-37.711432
813,Belvedere Park Primary School,3198,145.146925,-38.109838
814,Essex Heights Primary School,3149,145.115635,-37.862991
815,Mountain Gate Primary School,3156,145.269706,-37.885691
816,Fairhills Primary School,3156,145.264799,-37.8696
817,Boronia West Primary School,3155,145.278481,-37.858563
818,Southmoor Primary School,3189,145.056969,-37.941178
819,Ringwood Heights Primary School,3134,145.217212,-37.804226
820,Glenroy Specialist School,3046,144.9205292,-37.69935785
821,Ruskin Park Primary School,3136,145.29616,-37.798944
822,Emerson School,3175,145.208098,-37.969865
824,Karingal Primary School,3199,145.152277,-38.137924
825,Mount View Primary School,3150,145.178805,-37.883485
826,Syndal South Primary School,3149,145.143301,-37.879086
827,Montmorency South Primary School,3094,145.12989,-37.724916
828,Berendale School,3188,145.031808,-37.938959
829,Altona North Primary School,3025,144.849169,-37.836977
830,Burwood Heights Primary School,3151,145.163275,-37.846754
832,Watsonia Heights Primary School,3088,145.100728,-37.715299
834,Pembroke Primary School,3138,145.327244,-37.796796
835,Mahogany Rise Primary School,3200,145.157399,-38.125617
837,Bundoora Primary School,3083,145.062989,-37.707339
838,University Park Primary School,3021,144.80307,-37.754886
839,St Albans Heights Primary School,3021,144.810368,-37.748654
841,Hume Valley School,3047,144.927013,-37.672396
842,Mentone Park Primary School,3194,145.082797,-37.98001
843,Donvale Primary School,3111,145.173778,-37.800414
845,Boronia Heights Primary School,3155,145.296485,-37.844571
846,Glenallen School,3150,145.1617465,-37.8883595
849,Bayswater South Primary School,3153,145.261347,-37.854897
850,Seaford North Primary School,3198,145.133607,-38.09016
852,Lalor East Primary School,3074,145.035535,-37.67658
853,Jackson School,3021,144.814184,-37.756022
854,Carlton Primary School,3053,144.97045,-37.795602
856,Templestowe Valley Primary School,3107,145.10938,-37.760611
857,Highvale Primary School,3150,145.174068,-37.867021
858,Watsonia North Primary School,3087,145.080509,-37.700395
859,Wooranna Park Primary School,3175,145.216358,-37.960245
860,Knox Park Primary School,3180,145.251402,-37.883627
861,Birralee Primary School,3108,145.113348,-37.793418
863,Derinya Primary School,3199,145.120945,-38.174436
864,Thomastown West Primary School,3074,145.0007873,-37.67870395
865,Rowville Primary School,3178,145.237108,-37.922924
866,Mossfiel Primary School,3029,144.696117,-37.872881
867,Templestowe Heights Primary School,3107,145.119353,-37.767214
868,Ballam Park Primary School,3199,145.158282,-38.147457
870,Gladstone Park Primary School,3043,144.886579,-37.687146
871,Manchester Primary School,3138,145.308401,-37.772266
872,Glendal Primary School,3150,145.159037,-37.867082
873,Bimbadeen Heights Primary School,3138,145.3211445,-37.77376388
874,Wattle View Primary School,3156,145.278016,-37.875825
875,Sherbourne Primary School,3088,145.130077,-37.708908
876,Donburn Primary School,3109,145.165525,-37.787456
879,Royal Childrens Hospital Education Institute,3052,144.9509694,-37.79434935
880,Vermont South Special School,3133,145.180596,-37.85114
881,Concord School,3083,145.075008,-37.701999
882,Deer Park West Primary School,3023,144.764437,-37.772
883,Campbellfield Heights Primary School,3061,144.96587,-37.674326
884,Lalor North Primary School,3075,145.0285352,-37.66415051
886,Diamond Creek East Primary School,3089,145.165596,-37.674193
887,Brandon Park Primary School,3150,145.173248,-37.914319
888,Bayswater West Primary School,3153,145.253048,-37.849069
891,Aldercourt Primary School,3200,145.161618,-38.116618
892,Richmond West Primary School,3121,144.995735,-37.813626
893,Marlborough Primary School,3135,145.232942,-37.836412
894,Stevensville Primary School,3021,144.781207,-37.736097
896,Woodville Primary School,3029,144.69123,-37.883771
897,Glengala Primary School,3020,144.814068,-37.798987
898,Karingal Heights Primary School,3199,145.166813,-38.141476
899,Wallarano Primary School,3174,145.170823,-37.979621
900,Victoria Road Primary School,3140,145.336107,-37.755181
901,Mooroolbark East Primary School,3138,145.335705,-37.78680042
902,Ardeer South Primary School,3020,144.798996,-37.788396
903,Gladesville Primary School,3137,145.3229128,-37.811101
905,Debney Meadows Primary School,3031,144.935148,-37.785985
907,Tinternvale Primary School,3135,145.265345,-37.818406
910,Naranga Special School,3199,145.163005,-38.147158
911,Kent Park Primary School,3156,145.262733,-37.883491
