,School_Name,Address_Postcode,X,Y
1654,Kilbreda College,3194,145.065712,-37.984153
1656,Melbourne Girls Grammar,3141,144.984803,-37.831692
1660,St John's School,3068,144.988217,-37.790342
1667,Presbyterian Ladies' College,3125,145.107002,-37.848559
1668,St Monica's Primary School,3039,144.923184,-37.759665
1669,St Patrick's School,3140,145.3526145,-37.75273475
1670,Catholic Ladies' College Ltd,3095,145.143563,-37.711525
1671,St Joseph's School,3066,144.986388,-37.800459
1674,Sacred Heart School,3101,145.03744,-37.808169
1679,St Aloysius College,3051,144.942875,-37.792892
1683,Our Holy Redeemer School,3127,145.100085,-37.820319
1689,St Columba's College,3040,144.91429,-37.757202
1693,Genazzano FCJ College,3101,145.055783,-37.808973
1696,St Michael's Grammar School,3182,144.991548,-37.859549
1697,St Patrick's School,3194,145.070159,-37.983569
1701,Firbank Grammar School,3186,144.996936,-37.906118
1702,St John's School,3084,145.066548,-37.757641
1703,Our Lady of Mercy College,3084,145.067586,-37.75793
1704,St Joseph's School,3055,144.942984,-37.762289
1705,St Brigid's School,3195,145.091778,-38.00804
1708,Our Lady Help of Christians School,3057,144.977856,-37.776342
1709,St Anthony's School,3163,145.047103,-37.886893
1710,St Mary's School,3175,145.220836,-37.990671
1711,Sacred Heart School,3191,145.008552,-37.951476
1713,St Mary's School,3032,144.911269,-37.773836
1715,De La Salle College,3144,145.032183,-37.857677
1716,St Margaret Mary's School,3056,144.96825,-37.758632
1721,Westbourne Grammar School,3015,144.894928,-37.850191
1722,Ivanhoe Grammar School,3079,145.044477,-37.772515
1725,Scotch College,3122,145.032288,-37.833922
1726,St Mary's School,3145,145.052923,-37.873016
1727,St Leonard's College,3187,145.007554,-37.928631
1728,Holy Rosary School,3031,144.92878,-37.795584
1730,St Anthony's School,3078,145.020362,-37.780069
1731,St Joseph's School,3144,145.031163,-37.858069
1734,St Columba's School,3184,144.981123,-37.88253
1736,Tintern Grammar,3135,145.25669,-37.815515
1741,Our Lady of the Immaculate Conception School,3020,144.835562,-37.78945
1742,St Mary's School,3071,145.001658,-37.75684
1744,St Catherine's School,3142,145.021269,-37.838296
1745,Lowther Hall Anglican Grammar School,3040,144.914974,-37.759908
1747,St Joan of Arc School,3186,144.994149,-37.92011
1749,Penleigh & Essendon Grammar School,3033,144.870337,-37.732154
1750,St John's School,3011,144.885221,-37.795825
1752,Shelford Girls' Grammar,3161,145.011318,-37.877908
1753,Mary Immaculate School,3079,145.038756,-37.771941
1755,Our Lady of Lourdes School,3181,145.009457,-37.852457
1757,Mentone Grammar School,3194,145.068124,-37.987688
1758,Ivanhoe Girls' Grammar School,3079,145.046721,-37.765273
1760,Carey Baptist Grammar School,3101,145.047817,-37.814784
1762,Haileybury College,3173,145.14643,-37.995979
1763,St Therese's School,3040,144.910309,-37.751111
1765,Our Lady of Good Counsel School,3103,145.06279,-37.811081
1766,Strathcona Baptist Girls' Grammar,3126,145.080366,-37.829176
1768,Mentone Girls' Grammar School,3194,145.063465,-37.989375
1769,St Joseph's School,3196,145.118591,-38.055435
1771,St Finbar's School,3187,145.017464,-37.916284
1772,Loreto Mandeville Hall,3142,145.014892,-37.848193
1773,St Dominic's School,3124,145.083836,-37.838918
1774,St Mary's School,3188,145.000898,-37.933052
1777,Camberwell Grammar School,3126,145.066407,-37.816093
1779,Brighton Grammar School,3186,144.993524,-37.911108
1780,St Fidelis' School,3058,144.951561,-37.74984
1781,Huntingtower School,3149,145.136288,-37.876741
1782,St Francis Xavier's School,3128,145.131493,-37.818494
1783,St Mary's School,3018,144.828375,-37.866658
1784,Our Lady Help of Christians School,3095,145.147912,-37.716123
1786,St Francis Xavier School,3199,145.1262013,-38.14879945
1787,Our Lady of Sion College,3128,145.129918,-37.818348
1788,St Gabriel's School,3073,145.005121,-37.718019
1790,St Joseph's School,3193,145.023164,-37.975915
1793,Kingswood College,3128,145.118628,-37.832777
1795,St Patrick's School,3163,145.065265,-37.901775
1796,St Roch's School,3146,145.052313,-37.857364
1798,Camberwell Girls Grammar School,3126,145.059705,-37.818211
1799,St Anne's School,3102,145.049813,-37.79538
1800,Our Lady of Perpetual Help School,3134,145.232182,-37.816423
1801,St Francis Xavier's School,3094,145.1265613,-37.71600768
1803,St Cecilia's School,3146,145.064602,-37.850094
1804,St Joseph's School,3185,145.005287,-37.88251
1806,"Preshil, The Margaret Lyttle Memorial School",3101,145.052212,-37.815934
1807,St Peter's School,3076,145.027548,-37.650542
1808,Santa Maria College,3070,145.00248,-37.770356
1809,Sacred Heart School,3166,145.086915,-37.901835
1810,St Mark's School,3060,144.963618,-37.716278
1811,St John the Baptist School,3156,145.295174,-37.887382
1812,St John's School,3132,145.190401,-37.817445
1814,St Raphael's School,3072,144.992623,-37.734098
1815,St Kevin's College,3142,145.0246967,-37.8353971
1817,St Vincent de Paul's School,3041,144.92413,-37.742142
1819,St Joseph's School,3171,145.150344,-37.953229
1820,St Bede's College,3194,145.068214,-37.991161
1821,Holy Name School,3073,145.018574,-37.730261
1822,Siena College Ltd,3124,145.082575,-37.833662
1823,St Bernard's School,3058,144.972708,-37.747422
1824,St Benedict's School,3125,145.0973996,-37.84949599
1825,St Oliver Plunkett's School,3044,144.941855,-37.730886
1826,Corpus Christi School,3012,144.872915,-37.808532
1828,St Bernard's College,3040,144.8832,-37.749392
1829,Whitefriars College Inc,3111,145.199541,-37.7918
1830,St Michael's School,3147,145.082484,-37.864128
1833,St Bede's School,3104,145.070901,-37.793523
1834,Salesian College,3148,145.100257,-37.882735
1837,Mount Scopus Memorial College,3125,145.117774,-37.847216
1839,Marcellin College,3105,145.082675,-37.774782
1842,St Theresa's School,3020,144.820196,-37.782193
1843,St Bernadette's School,3079,145.034125,-37.763063
1845,St Agnes' School,3190,145.031826,-37.946096
1846,Our Lady of the Assumption School,3192,145.059713,-37.965505
1847,Nunawading Christian College-Primary,3131,145.17005,-37.82192
1848,Sacred Heart School,3136,145.272793,-37.79749
1852,Resurrection House,3040,144.905195,-37.756648
1853,Adass Israel School,3185,145.008205,-37.883899
1854,Holy Spirit School,3071,145.01619,-37.760845
1855,Sacred Heart School,3021,144.800053,-37.73769
1856,St Thomas The Apostle School,3130,145.157434,-37.823247
1860,St Pius X School,3081,145.04629,-37.746924
1861,St Margaret Mary's School,3015,144.877732,-37.829084
1863,St Mary Magdalen's Parish Primary School,3148,145.101198,-37.879776
1864,St Anthony's School,3174,145.172427,-37.97171
1865,St Peter's School,3168,145.121859,-37.92314
1867,Yeshivah College,3183,145.000341,-37.868122
1868,St John Bosco's School,3042,144.889028,-37.743657
1871,St Mary's School,3088,145.092633,-37.702851
1872,Mother of God School,3022,144.800812,-37.779414
1873,St Peter Chanel School,3023,144.769266,-37.768526
1874,Christ the King Primary School,3019,144.86196,-37.787611
1875,Corpus Christi School,3046,144.922802,-37.703891
1876,Killester College,3171,145.152017,-37.959071
1877,St Paul's School,3020,144.807516,-37.787534
1880,Stella Maris School,3193,145.041044,-37.981986
1882,St Bernadette's School,3020,144.835276,-37.771157
1884,Rossbourne School,3122,145.02655,-37.82304
1886,Beth Rivkah Ladies College,3183,145.000835,-37.869281
1887,St Margaret's Primary School,3032,144.891039,-37.766895
1889,Holy Family School,3149,145.129634,-37.874255
1890,St Gerard's School,3175,145.205824,-37.971329
1892,Our Lady of Perpetual Succour School,3127,145.111389,-37.830057
1893,St Catherine's School,3189,145.052171,-37.938224
1894,Sacred Heart Girls' College,3166,145.086083,-37.902163
1899,St Stephen's School,3073,145.019202,-37.711568
1901,St Martin of Tours School,3084,145.076979,-37.735182
1903,Christ Our Holy Redeemer School,3166,145.105753,-37.896158
1904,Our Lady of the Nativity School,3040,144.896581,-37.756347
1905,St John's Regional College,3175,145.226256,-37.990229
1909,Emmaus College,3133,145.174107,-37.84779
1910,St Dominic's School,3047,144.923702,-37.685055
1912,St Bridget's School,3104,145.103253,-37.795925
1913,St Leonard's School,3150,145.163894,-37.886803
1914,St Scholastica's School,3125,145.125908,-37.851646
1915,St Christopher's School,3150,145.1501975,-37.87109838
1916,St John Vianney's School,3195,145.09249,-37.99047
1917,Ss Peter & Paul's School,3109,145.1534,-37.790552
1919,Holy Family School,3177,145.238629,-37.990496
1920,Aquinas College,3134,145.234935,-37.823058
1921,Leibler Yavneh College,3185,145.006626,-37.892871
1923,St Matthew's School,3060,144.967951,-37.698156
1924,St John Vianney's School,3170,145.159559,-37.932718
1925,St Luke's School,3075,145.0188321,-37.67237431
1926,St Francis de Sales School,3046,144.921079,-37.718847
1928,St Thomas More's School,3160,145.3526801,-37.90841476
1930,St Christopher's School,3042,144.880249,-37.72501
1932,Sacred Heart School,3089,145.158777,-37.67214795
1934,Ave Maria College,3040,144.897964,-37.756618
1935,Bialik College,3122,145.043371,-37.842269
1936,Our Lady of the Way School,3083,145.035525,-37.715261
1937,St Luke the Evangelist School,3130,145.146714,-37.835551
1940,Luther College,3136,145.272909,-37.782963
1941,Marian College,3020,144.806129,-37.787731
1942,Mount St Joseph Girls' College,3018,144.811674,-37.863902
1944,St Clement of Rome School,3105,145.090333,-37.767296
1945,St Joseph's Primary School,3155,145.274814,-37.862707
1947,Mater Christi College,3160,145.3588871,-37.9106377
1948,Our Lady of Lourdes School,3153,145.265765,-37.848985
1949,St Joseph's College,3156,145.295093,-37.89049
1950,St Paul's College Balwyn,3101,145.086858,-37.81235
1951,Annunciation School,3012,144.847959,-37.820989
1952,St Louis de Montfort's School,3195,145.102261,-38.018128
1953,St Thomas More's School,3046,144.944942,-37.707293
1954,Avila College,3149,145.133255,-37.874671
1955,St Philip's School,3130,145.166588,-37.807643
1956,Holy Child School,3047,144.931984,-37.665736
1957,Emmanuel College,3025,144.842389,-37.831623
1958,St Peter Julian Eymard,3138,145.3175154,-37.7879128
1959,St Damian's School,3083,145.0572167,-37.6984942
1960,St Monica's College,3076,145.031414,-37.655184
1961,Yarra Valley Grammar,3134,145.258164,-37.783701
1963,Mercy College,3058,144.964562,-37.730398
1964,St Timothy's School,3133,145.183654,-37.840389
1967,St John's School,3199,145.148098,-38.145823
1968,St Mary's College for the Deaf,3152,145.242789,-37.877901
1969,John Paul College,3199,145.138867,-38.13557
1970,St Anne's School,3198,145.140947,-38.106598
1971,Mazenod College,3170,145.166144,-37.915204
1972,St Martin de Porres School,3034,144.861624,-37.758468
1973,St Gregory the Great School,3108,145.122282,-37.780598
1975,St Kevin's School,3107,145.122868,-37.761267
1976,St James' School,3133,145.20969,-37.836748
1977,Good Shepherd School,3150,145.166052,-37.908123
1978,MacKillop Catholic Regional College,3030,144.6651016,-37.90950211
1979,St James'  College,3165,145.071365,-37.926472
1981,St Leo the Great Primary School,3025,144.851693,-37.839216
1982,St Peter's School,3033,144.859418,-37.744237
1985,St Martin de Porres School,3028,144.77698,-37.853783
1986,St Jude the Apostle School,3179,145.225957,-37.889844
1989,Melbourne Rudolf Steiner School,3134,145.248811,-37.777221
1991,St Mark's School,3172,145.129566,-37.986656
1992,The Currajong School,3145,145.059946,-37.875953
1993,Nunawading Christian College-Secondary,3131,145.1690183,-37.82254717
1994,Eltham College,3095,145.192232,-37.70044311
1995,Holy Eucharist School,3021,144.811408,-37.756436
1997,Learning Co-Operative School,3099,145.2133347,-37.62939233
1998,St Peter Apostle School,3029,144.69031,-37.874642
1999,Donvale Christian College,3111,145.193451,-37.774028
2000,Berengarra School,3129,145.132142,-37.80388
2001,Sholem Aleichem College,3185,145.001203,-37.882289
2002,St John XXIII Primary School,3074,145.0392037,-37.67842204
2004,School of the Good Shepherd,3043,144.889458,-37.693031
2006,Resurrection School,3173,145.16293,-37.989944
2009,Gilson College,3037,144.763149,-37.724602
2010,Cheshire School,3150,145.158092,-37.902842
2012,Holy Spirit School,3134,145.236917,-37.793231
2014,Holy Saviour Parish School,3133,145.175038,-37.862336
2015,St Clare's School,3074,144.9977174,-37.67775056
2018,Our Lady of the Pines School,3111,145.177211,-37.774442
2020,St Paul's Kealba Catholic School,3021,144.81963,-37.733736
2021,St Elizabeth's School,3175,145.198878,-37.946321
2022,St Joseph the Worker School,3073,144.99292,-37.702216
2023,Resurrection School,3021,144.775394,-37.736301
2024,Catholic Regional College,3021,144.799086,-37.738892
2027,North-Eastern Montessori School,3088,145.137091,-37.68407
2028,Waverley Christian College,3152,145.215299,-37.880135
2029,The King David School,3143,145.010495,-37.858226
2030,Westbourne Grammar School,3029,144.724898,-37.850843
2032,St Augustine's Primary School,3036,144.820517,-37.710633
2034,St Thomas the Apostle School,3088,145.1191059,-37.68218852
2035,St Luke's School,3152,145.235066,-37.853378
2036,St Peter's School,3020,144.819619,-37.800283
2037,Northside Christian College,3083,145.0546707,-37.69501422
2038,St John's College Preston,3072,144.998743,-37.747246
2039,Good Shepherd Lutheran Primary School,3136,145.268615,-37.782683
2040,Oxley Christian College,3116,145.30513,-37.763573
2045,Caroline Chisholm Catholic College,3019,144.8501,-37.785858
2048,St Anne's School,3114,145.218594,-37.773303
2050,Our Lady's School,3064,144.931372,-37.598603
2051,St Augustine's School,3199,145.145871,-38.172048
2052,St Francis of Assisi School,3082,145.0589142,-37.66499475
2053,Loyola College,3087,145.08073,-37.703396
2058,Billanook College,3138,145.3388701,-37.78785168
2059,Fitzroy Community School,3068,144.97981,-37.789173
2061,St Andrew's School,3169,145.107195,-37.93489
2067,St James the Apostle School,3029,144.687493,-37.857286
2068,St Simon's School,3178,145.245327,-37.925677
2069,Queen of Peace Primary School,3028,144.791697,-37.875148
2072,Catholic Regional College Institute of Training,3037,144.771012,-37.699136
2073,Catholic Regional College North Keilor,3036,144.805062,-37.699943
2074,Village School,3136,145.294493,-37.763749
2076,Andale School,3101,145.036044,-37.805513
2079,The Knox School,3152,145.219198,-37.865467
2080,Heathdale Christian College,3030,144.681332,-37.881318
2083,Sunshine Christian School,3020,144.835864,-37.768396
2084,Frank Dando Sports Academy,3147,145.108886,-37.8668
2086,Ghilgai School,3137,145.3189311,-37.82913713
2087,St Bernadette's Catholic Primary School,3154,145.310841,-37.853904
2088,St Catherine's School,3075,145.0032382,-37.66560256
2091,St Charles Borromeo School,3106,145.153432,-37.767398
2093,Belgrave Heights Christian School,3160,145.3462292,-37.91890282
2094,Oakleigh Grammar,3166,145.082819,-37.895907
2097,St Andrews Christian College,3152,145.244636,-37.873866
2099,Australian International Academy of Education,3058,144.966123,-37.736331
2101,St Mary MacKillop Primary School,3038,144.804346,-37.714625
2105,St Justin's School,3150,145.190508,-37.917811
2107,St Richard's Primary School,3137,145.3217417,-37.80656384
2108,Holy Trinity School,3152,145.242912,-37.877468
2112,Corpus Christi School,3030,144.6634428,-37.90994759
2113,Nazareth College,3174,145.195459,-37.940226
2115,Japanese School of Melbourne,3162,145.019402,-37.892445
2118,Sophia Mundi Steiner School,3067,145.005225,-37.803664
2119,Al-Taqwa College,3029,144.722023,-37.85265
2120,Overnewton Anglican Community College,3036,144.82318,-37.706557
2122,Holy Trinity Primary School,3095,145.135461,-37.698439
2123,St Carlo Borromeo School,3059,144.888635,-37.653642
2129,Lighthouse Christian College,3173,145.143501,-38.001204
2130,Alphington Grammar School,3078,145.036174,-37.780429
2133,Yarralinda School,3138,145.3250651,-37.76461019
2137,St Mary's Coptic Orthodox College,3048,144.931212,-37.65583
2139,Minaret College,3171,145.148625,-37.93904
2148,Bethany Catholic Primary School,3030,144.658661,-37.875586
2150,Ilim College,3047,144.930072,-37.668621
2151,Penola Catholic College,3047,144.918263,-37.687856
2152,Good Samaritan Catholic Primary School,3064,144.934319,-37.62344
2153,Erasmus Primary School,3122,145.031327,-37.827083
2157,Good News Lutheran College,3029,144.666605,-37.855248
2158,Sirius College,3047,144.9356383,-37.68471741
2159,Emmaus Catholic Primary School,3037,144.772244,-37.7003009
2161,Maharishi School of the Age of Enlightenment,3073,145.019467,-37.704377
2162,Thomas Carr College,3029,144.702055,-37.847676
2165,Darul Ulum College of Victoria,3060,144.971692,-37.705178
2168,East Preston Islamic College,3072,145.0362184,-37.73395414
2171,Aitken College,3059,144.890698,-37.627709
2172,Alia College,3123,145.045173,-37.843225
2174,Christ the Priest Catholic Primary School,3023,144.73744,-37.747724
2177,Mt Hira College,3173,145.175471,-38.013991
2178,Lumen Christi School,3030,144.753344,-37.892603
2181,Stott's Colleges,3000,144.970559,-37.811535
2182,OneSchool Global Vic,3076,144.995326,-37.644123
2183,Kamaruka,3141,144.9976787,-37.83761581
2187,Haileybury Girls College,3173,145.1447668,-37.99554667
2188,Antonine College,3044,144.9427365,-37.74119138
2189,Ozford College,3000,144.954425,-37.812887
2190,Berry Street Victoria Inc,3174,145.190186,-37.981547
2191,Yesodei HaTorah College,3184,144.983491,-37.873227
2192,Cana Catholic Primary School,3037,144.747148,-37.687916
2193,Holmes Secondary College,3000,144.972271,-37.810302
2198,Stella Maris Catholic Primary School,3030,144.728681,-37.890763
2200,Trinity Catholic School,3121,145.0082429,-37.81585217
2204,Catholic Regional College Caroline Springs,3023,144.739602,-37.728879
2206,Deutsche Schule Melbourne,3068,144.9827723,-37.77883164
2209,Kolbe Catholic College,3059,144.909467,-37.615321
2210,Hume Anglican Grammar,3064,144.931253,-37.56798
2212,Mother Teresa School,3064,144.932762,-37.575224
2214,Our Lady of the Southern Cross,3024,144.606223,-37.875846
2216,St George Preca School,3023,144.73671,-37.713493
2218,Al Siraat College,3076,145.0375337,-37.62426056
2225,St Lawrence Catholic Primary School,3026,144.760518,-37.790684
2226,Heritage College Knox,3156,145.286487,-37.887291
2227,Melbourne Grammar School,3004,144.9770931,-37.83359283
2228,Islamic College of Melbourne,3029,144.660376,-37.854236
2229,Southern Cross Grammar,3023,144.7396024,-37.71396413
2231,Cornish College,3175,145.148761,-38.049197
2232,Melbourne Montessori School,3162,145.025671,-37.888167
2233,St Francis of Assisi Catholic Primary School,3029,144.6982297,-37.84829179
2234,St Joseph's Flexible Learning Centre Melbourne,3051,144.9549374,-37.80384382
2235,Glenroy Private,3046,144.9292633,-37.69777468
2241,St Mary of the Cross MacKillop Catholic Parish Primary School,3076,145.0126014,-37.62600008
2242,St Mary of the Cross Catholic Primary School,3030,144.7659456,-37.90879787
2244,Cire Community School | Cire Training,3140,145.350541,-37.757397
2245,St John the Apostle Catholic Primary School,3029,144.6657075,-37.8334172
2246,St Clare's Catholic Primary School,3029,144.7282144,-37.84381088
2251,Heatherton Christian College,3169,145.111361,-37.95784
2252,Melbourne Indigenous Transition School,3121,144.9892635,-37.81954365
2254,Hoa Nghiem Primary School,3172,145.1487888,-37.96694215
2256,Edinburgh College,3140,145.351985,-37.78489
2257,Giant Steps Melbourne,3101,145.031476,-37.80222
2259,Lumineer Academy - Williamstown,3016,144.905196,-37.863109
2262,Preston Reservoir Adult Community Education Inc | PRACE College,3073,145.009255,-37.698704
2263,River Nile School,3051,144.955088,-37.805194
2264,Brotherhood of St Laurence|David Scott School,3065,144.976949,-37.80459
2265,Hester Hornbrook Academy,3000,144.95615,-37.816544
2266,SEDA College (Victoria),3123,145.054006,-37.830714
2268,Cheder Levi Yitzchok Inc,3182,144.99191,-37.860567
2269,Oscar Romero Catholic Primary School,3064,144.896101,-37.581972
2274,Maxwell Creative School,3154,145.321478,-37.860068
2278,Fitra Community School,3169,145.139319,-37.944839
2283,Tombolo Academy,3188,145.023502,-37.938465
2285,St Josephâ€™s Catholic Primary School,3030,144.610275,-37.903296
2288,My College,3047,144.923692,-37.675751
2290,Brosnan Learning Centre,3121,144.998477,-37.821915
